src,dst,,
10,0,BAYN.DE,ADS.DE
10,1,BAYN.DE,ADYEN.AS
10,2,BAYN.DE,AD.AS
10,6,BAYN.DE,ABI.BR
10,11,BAYN.DE,BBVA.MC
10,28,BAYN.DE,KER.PA
10,32,BAYN.DE,MUV2.DE
10,33,BAYN.DE,NOKIA.HE
10,35,BAYN.DE,RI.PA
10,38,BAYN.DE,SGO.PA
10,39,BAYN.DE,SAN.PA
10,43,BAYN.DE,STLAM.MI
10,49,BAYN.DE,WKL.AS
11,5,BBVA.MC,ALV.DE
11,9,BBVA.MC,BAS.DE
11,18,BBVA.MC,ENI.MI
11,21,BBVA.MC,FLTR.L
11,22,BBVA.MC,RMS.PA
11,24,BBVA.MC,ITX.MC
11,25,BBVA.MC,IFX.DE
11,26,BBVA.MC,INGA.AS
11,27,BBVA.MC,ISP.MI
11,28,BBVA.MC,KER.PA
11,31,BBVA.MC,MBG.DE
11,34,BBVA.MC,NDA.FI.HE
11,37,BBVA.MC,SAF.PA
11,38,BBVA.MC,SGO.PA
11,39,BBVA.MC,SAN.PA
11,40,BBVA.MC,SAP.DE
11,41,BBVA.MC,SU.PA
11,43,BBVA.MC,STLAM.MI
12,3,BNP.PA,AI.PA
12,4,BNP.PA,AIR.PA
12,5,BNP.PA,ALV.DE
12,6,BNP.PA,ABI.BR
12,7,BNP.PA,ASML.AS
12,8,BNP.PA,CS.PA
12,9,BNP.PA,BAS.DE
12,10,BNP.PA,BAYN.DE
12,11,BNP.PA,BBVA.MC
12,15,BNP.PA,DHL.DE
12,19,BNP.PA,EL.PA
12,20,BNP.PA,RACE.MI
12,22,BNP.PA,RMS.PA
12,25,BNP.PA,IFX.DE
12,26,BNP.PA,INGA.AS
12,27,BNP.PA,ISP.MI
12,31,BNP.PA,MBG.DE
12,32,BNP.PA,MUV2.DE
12,34,BNP.PA,NDA.FI.HE
12,42,BNP.PA,SIE.DE
12,44,BNP.PA,TTE.PA
12,47,BNP.PA,VOW3.DE
12,49,BNP.PA,WKL.AS
13,0,BN.PA,ADS.DE
13,2,BN.PA,AD.AS
13,3,BN.PA,AI.PA
13,6,BN.PA,ABI.BR
13,8,BN.PA,CS.PA
13,10,BN.PA,BAYN.DE
13,12,BN.PA,BNP.PA
13,14,BN.PA,DB1.DE
13,16,BN.PA,DTE.DE
13,18,BN.PA,ENI.MI
13,22,BN.PA,RMS.PA
13,23,BN.PA,IBE.MC
13,24,BN.PA,ITX.MC
13,25,BN.PA,IFX.DE
13,29,BN.PA,OR.PA
13,31,BN.PA,MBG.DE
13,32,BN.PA,MUV2.DE
13,33,BN.PA,NOKIA.HE
13,34,BN.PA,NDA.FI.HE
13,35,BN.PA,RI.PA
13,36,BN.PA,HEIA.AS
13,39,BN.PA,SAN.PA
13,40,BN.PA,SAP.DE
13,42,BN.PA,SIE.DE
13,44,BN.PA,TTE.PA
13,45,BN.PA,UCG.MI
13,46,BN.PA,DG.PA
13,47,BN.PA,VOW3.DE
13,49,BN.PA,WKL.AS
14,0,DB1.DE,ADS.DE
14,1,DB1.DE,ADYEN.AS
14,3,DB1.DE,AI.PA
14,5,DB1.DE,ALV.DE
14,9,DB1.DE,BAS.DE
14,10,DB1.DE,BAYN.DE
14,15,DB1.DE,DHL.DE
14,16,DB1.DE,DTE.DE
14,19,DB1.DE,EL.PA
14,20,DB1.DE,RACE.MI
14,22,DB1.DE,RMS.PA
14,23,DB1.DE,IBE.MC
14,24,DB1.DE,ITX.MC
14,26,DB1.DE,INGA.AS
14,27,DB1.DE,ISP.MI
14,32,DB1.DE,MUV2.DE
14,34,DB1.DE,NDA.FI.HE
14,37,DB1.DE,SAF.PA
14,39,DB1.DE,SAN.PA
14,40,DB1.DE,SAP.DE
14,46,DB1.DE,DG.PA
14,49,DB1.DE,WKL.AS
15,0,DHL.DE,ADS.DE
15,2,DHL.DE,AD.AS
15,3,DHL.DE,AI.PA
15,4,DHL.DE,AIR.PA
15,7,DHL.DE,ASML.AS
15,21,DHL.DE,FLTR.L
15,22,DHL.DE,RMS.PA
15,25,DHL.DE,IFX.DE
15,28,DHL.DE,KER.PA
15,29,DHL.DE,OR.PA
15,30,DHL.DE,MC.PA
15,31,DHL.DE,MBG.DE
15,37,DHL.DE,SAF.PA
15,38,DHL.DE,SGO.PA
15,42,DHL.DE,SIE.DE
15,46,DHL.DE,DG.PA
15,47,DHL.DE,VOW3.DE
15,49,DHL.DE,WKL.AS
16,1,DTE.DE,ADYEN.AS
16,2,DTE.DE,AD.AS
16,14,DTE.DE,DB1.DE
16,41,DTE.DE,SU.PA
16,42,DTE.DE,SIE.DE
16,43,DTE.DE,STLAM.MI
17,0,ENEL.MI,ADS.DE
17,1,ENEL.MI,ADYEN.AS
17,2,ENEL.MI,AD.AS
17,3,ENEL.MI,AI.PA
17,4,ENEL.MI,AIR.PA
17,5,ENEL.MI,ALV.DE
17,8,ENEL.MI,CS.PA
17,9,ENEL.MI,BAS.DE
17,13,ENEL.MI,BN.PA
17,14,ENEL.MI,DB1.DE
17,16,ENEL.MI,DTE.DE
17,18,ENEL.MI,ENI.MI
17,21,ENEL.MI,FLTR.L
17,23,ENEL.MI,IBE.MC
17,24,ENEL.MI,ITX.MC
17,25,ENEL.MI,IFX.DE
17,27,ENEL.MI,ISP.MI
17,29,ENEL.MI,OR.PA
17,31,ENEL.MI,MBG.DE
17,32,ENEL.MI,MUV2.DE
17,33,ENEL.MI,NOKIA.HE
17,34,ENEL.MI,NDA.FI.HE
17,35,ENEL.MI,RI.PA
17,39,ENEL.MI,SAN.PA
17,44,ENEL.MI,TTE.PA
17,45,ENEL.MI,UCG.MI
17,46,ENEL.MI,DG.PA
17,48,ENEL.MI,VNA.DE
18,1,ENI.MI,ADYEN.AS
18,3,ENI.MI,AI.PA
18,5,ENI.MI,ALV.DE
18,10,ENI.MI,BAYN.DE
18,19,ENI.MI,EL.PA
18,22,ENI.MI,RMS.PA
18,24,ENI.MI,ITX.MC
18,25,ENI.MI,IFX.DE
18,27,ENI.MI,ISP.MI
18,28,ENI.MI,KER.PA
18,31,ENI.MI,MBG.DE
18,33,ENI.MI,NOKIA.HE
18,35,ENI.MI,RI.PA
19,0,EL.PA,ADS.DE
19,2,EL.PA,AD.AS
19,15,EL.PA,DHL.DE
19,16,EL.PA,DTE.DE
19,20,EL.PA,RACE.MI
19,22,EL.PA,RMS.PA
19,24,EL.PA,ITX.MC
19,27,EL.PA,ISP.MI
19,29,EL.PA,OR.PA
19,31,EL.PA,MBG.DE
19,32,EL.PA,MUV2.DE
19,41,EL.PA,SU.PA
19,49,EL.PA,WKL.AS
20,24,RACE.MI,ITX.MC
20,27,RACE.MI,ISP.MI
20,40,RACE.MI,SAP.DE
20,41,RACE.MI,SU.PA
20,43,RACE.MI,STLAM.MI
21,4,FLTR.L,AIR.PA
21,5,FLTR.L,ALV.DE
21,7,FLTR.L,ASML.AS
21,16,FLTR.L,DTE.DE
21,19,FLTR.L,EL.PA
21,22,FLTR.L,RMS.PA
21,24,FLTR.L,ITX.MC
21,25,FLTR.L,IFX.DE
21,28,FLTR.L,KER.PA
21,29,FLTR.L,OR.PA
21,30,FLTR.L,MC.PA
21,32,FLTR.L,MUV2.DE
21,37,FLTR.L,SAF.PA
21,38,FLTR.L,SGO.PA
21,39,FLTR.L,SAN.PA
22,2,RMS.PA,AD.AS
22,4,RMS.PA,AIR.PA
22,5,RMS.PA,ALV.DE
22,6,RMS.PA,ABI.BR
22,19,RMS.PA,EL.PA
22,20,RMS.PA,RACE.MI
22,21,RMS.PA,FLTR.L
22,24,RMS.PA,ITX.MC
22,27,RMS.PA,ISP.MI
22,29,RMS.PA,OR.PA
22,35,RMS.PA,RI.PA
22,41,RMS.PA,SU.PA
22,43,RMS.PA,STLAM.MI
22,45,RMS.PA,UCG.MI
22,49,RMS.PA,WKL.AS
23,0,IBE.MC,ADS.DE
23,1,IBE.MC,ADYEN.AS
23,2,IBE.MC,AD.AS
23,3,IBE.MC,AI.PA
23,4,IBE.MC,AIR.PA
23,6,IBE.MC,ABI.BR
23,9,IBE.MC,BAS.DE
23,11,IBE.MC,BBVA.MC
23,14,IBE.MC,DB1.DE
23,16,IBE.MC,DTE.DE
23,22,IBE.MC,RMS.PA
23,26,IBE.MC,INGA.AS
23,27,IBE.MC,ISP.MI
23,32,IBE.MC,MUV2.DE
23,39,IBE.MC,SAN.PA
23,40,IBE.MC,SAP.DE
23,42,IBE.MC,SIE.DE
23,43,IBE.MC,STLAM.MI
23,48,IBE.MC,VNA.DE
23,49,IBE.MC,WKL.AS
24,16,ITX.MC,DTE.DE
24,21,ITX.MC,FLTR.L
24,22,ITX.MC,RMS.PA
24,40,ITX.MC,SAP.DE
24,41,ITX.MC,SU.PA
24,49,ITX.MC,WKL.AS
25,0,IFX.DE,ADS.DE
25,7,IFX.DE,ASML.AS
25,22,IFX.DE,RMS.PA
25,42,IFX.DE,SIE.DE
25,43,IFX.DE,STLAM.MI
26,4,INGA.AS,AIR.PA
26,15,INGA.AS,DHL.DE
26,16,INGA.AS,DTE.DE
26,19,INGA.AS,EL.PA
26,21,INGA.AS,FLTR.L
26,22,INGA.AS,RMS.PA
26,24,INGA.AS,ITX.MC
26,27,INGA.AS,ISP.MI
26,28,INGA.AS,KER.PA
26,30,INGA.AS,MC.PA
26,31,INGA.AS,MBG.DE
26,32,INGA.AS,MUV2.DE
26,42,INGA.AS,SIE.DE
26,47,INGA.AS,VOW3.DE
26,49,INGA.AS,WKL.AS
27,2,ISP.MI,AD.AS
27,16,ISP.MI,DTE.DE
27,24,ISP.MI,ITX.MC
27,32,ISP.MI,MUV2.DE
27,43,ISP.MI,STLAM.MI
28,2,KER.PA,AD.AS
28,20,KER.PA,RACE.MI
28,24,KER.PA,ITX.MC
28,35,KER.PA,RI.PA
28,36,KER.PA,HEIA.AS
28,43,KER.PA,STLAM.MI
29,15,OR.PA,DHL.DE
29,19,OR.PA,EL.PA
29,22,OR.PA,RMS.PA
29,27,OR.PA,ISP.MI
29,35,OR.PA,RI.PA
29,36,OR.PA,HEIA.AS
30,9,MC.PA,BAS.DE
30,16,MC.PA,DTE.DE
30,18,MC.PA,ENI.MI
30,22,MC.PA,RMS.PA
30,25,MC.PA,IFX.DE
30,28,MC.PA,KER.PA
30,29,MC.PA,OR.PA
30,31,MC.PA,MBG.DE
30,35,MC.PA,RI.PA
30,37,MC.PA,SAF.PA
30,42,MC.PA,SIE.DE
30,46,MC.PA,DG.PA
30,48,MC.PA,VNA.DE
31,0,MBG.DE,ADS.DE
31,3,MBG.DE,AI.PA
31,4,MBG.DE,AIR.PA
31,19,MBG.DE,EL.PA
31,20,MBG.DE,RACE.MI
31,21,MBG.DE,FLTR.L
31,25,MBG.DE,IFX.DE
31,30,MBG.DE,MC.PA
31,38,MBG.DE,SGO.PA
31,39,MBG.DE,SAN.PA
31,42,MBG.DE,SIE.DE
31,43,MBG.DE,STLAM.MI
31,47,MBG.DE,VOW3.DE
31,49,MBG.DE,WKL.AS
32,3,MUV2.DE,AI.PA
32,4,MUV2.DE,AIR.PA
32,5,MUV2.DE,ALV.DE
32,8,MUV2.DE,CS.PA
32,9,MUV2.DE,BAS.DE
32,11,MUV2.DE,BBVA.MC
32,16,MUV2.DE,DTE.DE
32,20,MUV2.DE,RACE.MI
32,22,MUV2.DE,RMS.PA
32,24,MUV2.DE,ITX.MC
32,35,MUV2.DE,RI.PA
32,37,MUV2.DE,SAF.PA
32,38,MUV2.DE,SGO.PA
32,49,MUV2.DE,WKL.AS
33,0,NOKIA.HE,ADS.DE
33,3,NOKIA.HE,AI.PA
33,6,NOKIA.HE,ABI.BR
33,16,NOKIA.HE,DTE.DE
33,19,NOKIA.HE,EL.PA
33,27,NOKIA.HE,ISP.MI
33,28,NOKIA.HE,KER.PA
33,29,NOKIA.HE,OR.PA
34,0,NDA.FI.HE,ADS.DE
34,2,NDA.FI.HE,AD.AS
34,4,NDA.FI.HE,AIR.PA
34,5,NDA.FI.HE,ALV.DE
34,8,NDA.FI.HE,CS.PA
34,9,NDA.FI.HE,BAS.DE
34,10,NDA.FI.HE,BAYN.DE
34,18,NDA.FI.HE,ENI.MI
34,20,NDA.FI.HE,RACE.MI
34,24,NDA.FI.HE,ITX.MC
34,25,NDA.FI.HE,IFX.DE
34,26,NDA.FI.HE,INGA.AS
34,27,NDA.FI.HE,ISP.MI
34,28,NDA.FI.HE,KER.PA
34,29,NDA.FI.HE,OR.PA
34,33,NDA.FI.HE,NOKIA.HE
34,37,NDA.FI.HE,SAF.PA
34,38,NDA.FI.HE,SGO.PA
34,40,NDA.FI.HE,SAP.DE
34,44,NDA.FI.HE,TTE.PA
35,2,RI.PA,AD.AS
35,6,RI.PA,ABI.BR
35,13,RI.PA,BN.PA
35,16,RI.PA,DTE.DE
35,19,RI.PA,EL.PA
35,21,RI.PA,FLTR.L
35,22,RI.PA,RMS.PA
35,36,RI.PA,HEIA.AS
35,45,RI.PA,UCG.MI
35,48,RI.PA,VNA.DE
36,2,HEIA.AS,AD.AS
36,22,HEIA.AS,RMS.PA
36,24,HEIA.AS,ITX.MC
36,40,HEIA.AS,SAP.DE
36,41,HEIA.AS,SU.PA
36,43,HEIA.AS,STLAM.MI
36,49,HEIA.AS,WKL.AS
37,0,SAF.PA,ADS.DE
37,3,SAF.PA,AI.PA
37,6,SAF.PA,ABI.BR
37,9,SAF.PA,BAS.DE
37,14,SAF.PA,DB1.DE
37,19,SAF.PA,EL.PA
37,20,SAF.PA,RACE.MI
37,22,SAF.PA,RMS.PA
37,24,SAF.PA,ITX.MC
37,35,SAF.PA,RI.PA
37,40,SAF.PA,SAP.DE
37,41,SAF.PA,SU.PA
37,42,SAF.PA,SIE.DE
37,49,SAF.PA,WKL.AS
38,3,SGO.PA,AI.PA
38,7,SGO.PA,ASML.AS
38,16,SGO.PA,DTE.DE
38,25,SGO.PA,IFX.DE
38,29,SGO.PA,OR.PA
38,33,SGO.PA,NOKIA.HE
38,37,SGO.PA,SAF.PA
38,40,SGO.PA,SAP.DE
38,41,SGO.PA,SU.PA
38,42,SGO.PA,SIE.DE
39,0,SAN.PA,ADS.DE
39,3,SAN.PA,AI.PA
39,16,SAN.PA,DTE.DE
39,21,SAN.PA,FLTR.L
39,22,SAN.PA,RMS.PA
39,24,SAN.PA,ITX.MC
39,28,SAN.PA,KER.PA
39,29,SAN.PA,OR.PA
39,40,SAN.PA,SAP.DE
40,15,SAP.DE,DHL.DE
40,22,SAP.DE,RMS.PA
40,28,SAP.DE,KER.PA
40,29,SAP.DE,OR.PA
40,35,SAP.DE,RI.PA
40,42,SAP.DE,SIE.DE
40,46,SAP.DE,DG.PA
41,5,SU.PA,ALV.DE
41,6,SU.PA,ABI.BR
41,16,SU.PA,DTE.DE
41,22,SU.PA,RMS.PA
41,23,SU.PA,IBE.MC
41,27,SU.PA,ISP.MI
41,28,SU.PA,KER.PA
41,32,SU.PA,MUV2.DE
41,42,SU.PA,SIE.DE
41,49,SU.PA,WKL.AS
42,29,SIE.DE,OR.PA
42,40,SIE.DE,SAP.DE
42,48,SIE.DE,VNA.DE
43,5,STLAM.MI,ALV.DE
43,37,STLAM.MI,SAF.PA
43,45,STLAM.MI,UCG.MI
44,2,TTE.PA,AD.AS
44,4,TTE.PA,AIR.PA
44,5,TTE.PA,ALV.DE
44,6,TTE.PA,ABI.BR
44,15,TTE.PA,DHL.DE
44,16,TTE.PA,DTE.DE
44,18,TTE.PA,ENI.MI
44,19,TTE.PA,EL.PA
44,24,TTE.PA,ITX.MC
44,26,TTE.PA,INGA.AS
44,29,TTE.PA,OR.PA
44,30,TTE.PA,MC.PA
44,32,TTE.PA,MUV2.DE
44,33,TTE.PA,NOKIA.HE
44,40,TTE.PA,SAP.DE
45,1,UCG.MI,ADYEN.AS
45,2,UCG.MI,AD.AS
45,4,UCG.MI,AIR.PA
45,5,UCG.MI,ALV.DE
45,9,UCG.MI,BAS.DE
45,11,UCG.MI,BBVA.MC
45,12,UCG.MI,BNP.PA
45,14,UCG.MI,DB1.DE
45,15,UCG.MI,DHL.DE
45,16,UCG.MI,DTE.DE
45,21,UCG.MI,FLTR.L
45,22,UCG.MI,RMS.PA
45,24,UCG.MI,ITX.MC
45,26,UCG.MI,INGA.AS
45,27,UCG.MI,ISP.MI
45,28,UCG.MI,KER.PA
45,30,UCG.MI,MC.PA
45,32,UCG.MI,MUV2.DE
45,34,UCG.MI,NDA.FI.HE
45,36,UCG.MI,HEIA.AS
45,37,UCG.MI,SAF.PA
45,38,UCG.MI,SGO.PA
45,39,UCG.MI,SAN.PA
45,40,UCG.MI,SAP.DE
45,42,UCG.MI,SIE.DE
45,44,UCG.MI,TTE.PA
45,46,UCG.MI,DG.PA
45,47,UCG.MI,VOW3.DE
45,48,UCG.MI,VNA.DE
45,49,UCG.MI,WKL.AS
46,0,DG.PA,ADS.DE
46,3,DG.PA,AI.PA
46,4,DG.PA,AIR.PA
46,5,DG.PA,ALV.DE
46,8,DG.PA,CS.PA
46,9,DG.PA,BAS.DE
46,10,DG.PA,BAYN.DE
46,11,DG.PA,BBVA.MC
46,12,DG.PA,BNP.PA
46,15,DG.PA,DHL.DE
46,16,DG.PA,DTE.DE
46,19,DG.PA,EL.PA
46,21,DG.PA,FLTR.L
46,22,DG.PA,RMS.PA
46,24,DG.PA,ITX.MC
46,28,DG.PA,KER.PA
46,30,DG.PA,MC.PA
46,32,DG.PA,MUV2.DE
46,33,DG.PA,NOKIA.HE
46,35,DG.PA,RI.PA
46,36,DG.PA,HEIA.AS
46,37,DG.PA,SAF.PA
46,38,DG.PA,SGO.PA
46,39,DG.PA,SAN.PA
46,40,DG.PA,SAP.DE
46,43,DG.PA,STLAM.MI
46,44,DG.PA,TTE.PA
47,0,VOW3.DE,ADS.DE
47,2,VOW3.DE,AD.AS
47,10,VOW3.DE,BAYN.DE
47,16,VOW3.DE,DTE.DE
47,19,VOW3.DE,EL.PA
47,20,VOW3.DE,RACE.MI
47,21,VOW3.DE,FLTR.L
47,22,VOW3.DE,RMS.PA
47,25,VOW3.DE,IFX.DE
47,27,VOW3.DE,ISP.MI
47,28,VOW3.DE,KER.PA
47,37,VOW3.DE,SAF.PA
47,43,VOW3.DE,STLAM.MI
47,44,VOW3.DE,TTE.PA
48,0,VNA.DE,ADS.DE
48,1,VNA.DE,ADYEN.AS
48,9,VNA.DE,BAS.DE
48,11,VNA.DE,BBVA.MC
48,15,VNA.DE,DHL.DE
48,16,VNA.DE,DTE.DE
48,21,VNA.DE,FLTR.L
48,22,VNA.DE,RMS.PA
48,25,VNA.DE,IFX.DE
48,28,VNA.DE,KER.PA
48,31,VNA.DE,MBG.DE
48,33,VNA.DE,NOKIA.HE
48,37,VNA.DE,SAF.PA
48,38,VNA.DE,SGO.PA
48,40,VNA.DE,SAP.DE
48,44,VNA.DE,TTE.PA
49,2,WKL.AS,AD.AS
49,8,WKL.AS,CS.PA
49,16,WKL.AS,DTE.DE
49,19,WKL.AS,EL.PA
49,20,WKL.AS,RACE.MI
49,21,WKL.AS,FLTR.L
49,24,WKL.AS,ITX.MC
49,26,WKL.AS,INGA.AS
49,27,WKL.AS,ISP.MI
49,29,WKL.AS,OR.PA
49,32,WKL.AS,MUV2.DE
49,34,WKL.AS,NDA.FI.HE
49,38,WKL.AS,SGO.PA
49,39,WKL.AS,SAN.PA
49,40,WKL.AS,SAP.DE
49,44,WKL.AS,TTE.PA
